"","Env","Year","Field_Location","Experiment","Replicate","Block","Plot","Range","Pass","Hybrid","Hybrid_orig_name","Hybrid_Parent1","Hybrid_Parent2","Plot_Area_ha","Date_Planted","Date_Harvested","Stand_Count_plants","Pollen_DAP_days","Silk_DAP_days","Plant_Height_cm","Ear_Height_cm","Root_Lodging_plants","Stalk_Lodging_plants","Yield_Mg_ha","Grain_Moisture","Twt_kg_m3"
"133986","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,4,1035,15,62,"W10004_0146/PHP02","W10004_0146/PHP02","W10004_0146","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",72,62,63,240,113.33,15,NA,13.9400716155888,22.6,687.35691491328
"133987","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,4,1036,15,61,"W10004_0148/PHP02","W10004_0148/PHP02","W10004_0148","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",80,62,64,230,103.33,60,NA,11.1657406443203,18.7,689.93128538112
"133988","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,4,1037,15,60,"W10004_0888/PHP02","W10004_0888/PHP02","W10004_0888","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",72,60,62,225,101.67,70,NA,11.7262559287869,23.3,680.92098874368
"133989","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,4,1038,15,59,"W10004_0140/PHP02","W10004_0140/PHP02","W10004_0140","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",66,64,65,246.67,120,NA,NA,14.9443543201204,19.8,697.65439678464
"133990","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,4,1039,15,58,"W10004_0705/PHP02","W10004_0705/PHP02","W10004_0705","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",67,63,64,226.67,111.67,NA,NA,12.0821486122053,17.9,697.65439678464
"133991","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,4,1040,15,57,"W10004_0071/PHP02","W10004_0071/PHP02","W10004_0071","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",70,61,63,228.33,108.33,16,NA,11.7871405677492,18.5,715.67499005952
"133992","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,5,41,2,87,"W10004_0261/PHZ51","W10004_0261/PHZ51","W10004_0261","PHZ51",0.000929031221303949,"2021-05-24","2021-11-04",75,68,67,261.67,125,7,NA,13.3607260304121,22.3,716.96217529344
"133993","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,5,42,2,88,"W10004_0097/PHZ51","W10004_0097/PHZ51","W10004_0097","PHZ51",0.000929031221303949,"2021-05-24","2021-11-04",70,66,65,250,120,NA,10,8.92681788990515,19.7,725.97247193088
"133994","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,5,43,2,89,"B14A/MO17","B14A/MO17","B14A","MO17",0.000929031221303949,"2021-05-24","2021-11-04",62,69,71,263.33,141.67,NA,NA,13.252765639675,24.4,642.30543172608
"133995","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,5,44,2,90,"W10004_0362/PHZ51","W10004_0362/PHZ51","W10004_0362","PHZ51",0.000929031221303949,"2021-05-24","2021-11-04",70,66,66,255,115,NA,NA,13.2125943314937,21.5,732.40839810048
"133996","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,5,45,2,91,"W10004_0212/PHZ51","W10004_0212/PHZ51","W10004_0212","PHZ51",0.000929031221303949,"2021-05-24","2021-11-04",73,66,66,280,126.67,2,NA,12.7977000391841,20.7,720.8237309952
"133997","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,5,46,2,92,"W10004_0138/PHZ51","W10004_0138/PHZ51","W10004_0138","PHZ51",0.000929031221303949,"2021-05-24","2021-11-04",76,65,66,278.33,131.67,6,11,9.76727697826002,18.3,732.40839810048
"133998","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,5,47,2,93,"W10004_0745/PHZ51","W10004_0745/PHZ51","W10004_0745","PHZ51",0.000929031221303949,"2021-05-24","2021-11-04",70,67,66,281.67,140,13,NA,10.8261675548505,20.2,695.0800263168
"133999","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,5,48,2,94,"W10004_0380/PHZ51","W10004_0380/PHZ51","W10004_0380","PHZ51",0.000929031221303949,"2021-05-24","2021-11-04",64,66,65,286.67,143.33,NA,1,11.29755274929,21,754.29054707712
"134000","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,5,49,2,95,"W10004_0121/PHZ51","W10004_0121/PHZ51","W10004_0121","PHZ51",0.000929031221303949,"2021-05-24","2021-11-04",71,66,67,271.67,121.67,NA,1,10.9956402612402,21.2,738.84432427008
"134001","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,5,50,2,96,"W10004_1015/PHZ51","W10004_1015/PHZ51","W10004_1015","PHZ51",0.000929031221303949,"2021-05-24","2021-11-04",68,66,66,273.33,131.67,NA,1,13.6758197289589,21,709.23906388992
"134002","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,5,541,9,106,"W10004_0147/PHK76","W10004_0147/PHK76","W10004_0147","PHK76",0.000929031221303949,"2021-05-24","2021-11-05",63,66,64,253.33,135,NA,NA,10.7878792767402,19,758.15210277888
"134003","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,5,542,9,105,"2369/LH123HT","2369/LH123HT","2369","LH123HT",0.000929031221303949,"2021-05-24","2021-11-05",70,72,72,295,161.67,NA,NA,14.9951961320373,22.6,700.22876725248
"134004","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,5,543,9,104,"W10004_0254/PHK76","W10004_0254/PHK76","W10004_0254","PHK76",0.000929031221303949,"2021-05-24","2021-11-05",64,66,64,255,136.67,3,2,8.27905554548228,20,733.6955833344
"134005","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,5,544,9,103,"W10004_0733/PHK76","W10004_0733/PHK76","W10004_0733","PHK76",0.000929031221303949,"2021-05-24","2021-11-05",77,66,67,253.33,125,20,NA,13.4806122782656,19.3,746.5674356736
"134006","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,5,545,9,102,"W10004_0818/PHK76","W10004_0818/PHK76","W10004_0818","PHK76",0.000929031221303949,"2021-05-24","2021-11-05",72,65,66,261.67,135,19,NA,12.6439192500527,19.4,725.97247193088
"134007","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,5,546,9,101,"W10004_0224/PHK76","W10004_0224/PHK76","W10004_0224","PHK76",0.000929031221303949,"2021-05-24","2021-11-05",79,66,64,250,128.33,NA,NA,13.9921687808863,18.3,727.2596571648
"134008","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,5,547,9,100,"W10004_0256/PHK76","W10004_0256/PHK76","W10004_0256","PHK76",0.000929031221303949,"2021-05-24","2021-11-05",69,65,64,251.67,111.67,NA,4,10.9109039080454,19.3,731.12121286656
"134009","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,5,548,9,99,"W10004_0212/PHK76","W10004_0212/PHK76","W10004_0212","PHK76",0.000929031221303949,"2021-05-24","2021-11-05",73,64,64,246.67,128.33,21,NA,10.4633704278385,18.5,719.53654576128
"134010","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,5,549,9,98,"W10004_0900/PHK76","W10004_0900/PHK76","W10004_0900","PHK76",0.000929031221303949,"2021-05-24","2021-11-05",74,63,63,258.33,126.67,NA,NA,12.8416374075073,18.8,737.55713903616
"134011","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,5,550,9,97,"W10004_0227/PHK76","W10004_0227/PHK76","W10004_0227","PHK76",0.000929031221303949,"2021-05-24","2021-11-05",79,61,61,251.67,128.33,NA,NA,15.6699485741444,19.5,701.5159524864
"134012","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,5,1041,15,56,"W10004_0204/PHP02","W10004_0204/PHP02","W10004_0204","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",59,63,64,230,98.33,27,NA,10.9429154192523,22,696.36721155072
"134013","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,5,1042,15,55,"W10004_1156/PHP02","W10004_1156/PHP02","W10004_1156","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",70,62,63,228.33,103.33,29,NA,12.3784120100422,18.2,729.83402763264
"134014","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,5,1043,15,54,"W10004_0806/PHP02","W10004_0806/PHP02","W10004_0806","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",76,63,62,231.67,95,75,NA,14.0593301867519,19.8,696.36721155072
"134015","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,5,1044,15,53,"W10004_0935/PHP02","W10004_0935/PHP02","W10004_0935","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",78,60,62,225,88.33,69,NA,12.4964152278246,19.9,714.3878048256
"134016","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,5,1045,15,52,"W10004_0007/PHP02","W10004_0007/PHP02","W10004_0007","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",75,62,62,242.5,110,NA,NA,13.5942217592157,20.3,705.37750818816
"134017","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,5,1046,15,51,"F42/MO17","F42/MO17","F42","MO17",0.000929031221303949,"2021-05-24","2021-11-04",76,66,68,245,116.67,27,NA,11.9672837778745,22.4,679.63380350976
"134018","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,5,1047,15,50,"W10004_1140/PHP02","W10004_1140/PHP02","W10004_1140","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",66,63,64,228.33,103.33,33,NA,12.5861729945421,20.5,701.5159524864
"134019","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,5,1048,15,49,"W10004_0712/PHP02","W10004_0712/PHP02","W10004_0712","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",74,61,63,231.67,110,69,NA,9.40259682117699,19.4,705.37750818816
"134020","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,5,1049,15,48,"W10004_0242/PHP02","W10004_0242/PHP02","W10004_0242","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",77,63,64,230,118.33,NA,NA,13.3418957297021,21.3,701.5159524864
"134021","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,5,1050,15,47,"B73/PHN82","B73/PHN82","B73","PHN82",0.000929031221303949,"2021-05-24","2021-10-27",82,67,68,256.67,126.67,NA,NA,14.6443248621415,22.8,675.772247808
"134022","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,6,51,2,97,"W10004_0971/PHZ51","W10004_0971/PHZ51","W10004_0971","PHZ51",0.000929031221303949,"2021-05-24","2021-11-05",69,65,65,265,138.33,NA,NA,9.12516372405014,17.1,759.4392880128
"134023","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,6,52,2,98,"W10004_1099/PHZ51","W10004_1099/PHZ51","W10004_1099","PHZ51",0.000929031221303949,"2021-05-24","2021-11-05",66,63,64,261.67,130,NA,NA,11.707425628077,16.1,732.40839810048
"134024","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,6,53,2,99,"B14A/OH43","B14A/OH43","B14A","OH43",0.000929031221303949,"2021-05-24","2021-11-05",75,66,66,255,118.33,6,10,10.4589766910062,23.3,673.19787734016
"134025","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,6,54,2,100,"W10004_1117/PHZ51","W10004_1117/PHZ51","W10004_1117","PHZ51",0.000929031221303949,"2021-05-24","2021-11-05",73,65,65,250,128.33,NA,28,6.64458544385712,18.5,696.36721155072
"134026","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,6,55,2,101,"W10004_0896/PHZ51","W10004_0896/PHZ51","W10004_0896","PHZ51",0.000929031221303949,"2021-05-24","2021-11-05",72,66,67,290,133.33,NA,8,10.4822007285484,15.7,714.3878048256
"134027","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,6,56,2,102,"W10004_0916/PHZ51","W10004_0916/PHZ51","W10004_0916","PHZ51",0.000929031221303949,"2021-05-24","2021-11-05",69,66,65,275,123.33,NA,NA,13.1517096925315,17.5,725.97247193088
"134028","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,6,57,2,103,"B37/MO17","B37/MO17","B37","MO17",0.000929031221303949,"2021-05-24","2021-11-05",75,67,69,263.33,135,9,NA,9.25823118240057,20.4,713.10061959168
"134029","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,6,58,2,104,"W10004_0991/PHZ51","W10004_0991/PHZ51","W10004_0991","PHZ51",0.000929031221303949,"2021-05-24","2021-11-05",78,63,63,273.33,116.67,NA,3,11.0150982386405,20,695.0800263168
"134030","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,6,59,2,105,"W10004_0879/PHZ51","W10004_0879/PHZ51","W10004_0879","PHZ51",0.000929031221303949,"2021-05-24","2021-11-05",67,64,67,255,105,NA,NA,9.98445311311498,18.3,732.40839810048
"134031","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,6,60,2,106,"W10004_0129/PHZ51","W10004_0129/PHZ51","W10004_0129","PHZ51",0.000929031221303949,"2021-05-24","2021-11-05",70,66,64,281.67,138.33,NA,NA,14.0913416979588,18.6,743.99306520576
"134032","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,6,551,9,96,"W10004_0381/PHK76","W10004_0381/PHK76","W10004_0381","PHK76",0.000929031221303949,"2021-05-24","2021-11-04",84,65,64,270,138.33,NA,NA,11.7005211844833,20.9,759.4392880128
"134033","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,6,552,9,95,"W10004_0474/PHK76","W10004_0474/PHK76","W10004_0474","PHK76",0.000929031221303949,"2021-05-24","2021-11-04",77,64,63,268.33,125,NA,NA,11.5800072599395,21.5,755.57773231104
"134034","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,6,553,9,94,"W10004_0223/PHK76","W10004_0223/PHK76","W10004_0223","PHK76",0.000929031221303949,"2021-05-24","2021-11-04",73,64,64,273.33,135,13,NA,11.4871111097704,21.2,742.70587997184
"134035","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,6,554,9,93,"W10004_0991/PHK76","W10004_0991/PHK76","W10004_0991","PHK76",0.000929031221303949,"2021-05-24","2021-11-04",80,64,63,258.33,115,NA,NA,12.7518796407898,22.4,714.3878048256
"134036","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,6,555,9,92,"W10004_0935/PHK76","W10004_0935/PHK76","W10004_0935","PHK76",0.000929031221303949,"2021-05-24","2021-11-04",83,63,62,256.67,105,NA,NA,11.0835149978867,20.8,734.98276856832
"134037","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,6,556,9,91,"W10004_0276/PHK76","W10004_0276/PHK76","W10004_0276","PHK76",0.000929031221303949,"2021-05-24","2021-11-04",74,65,63,266.67,120,NA,NA,12.3620924160935,22.9,723.39810146304
"134038","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,6,557,9,90,"W10004_0110/PHK76","W10004_0110/PHK76","W10004_0110","PHK76",0.000929031221303949,"2021-05-24","2021-11-04",77,66,63,265,135,NA,NA,11.9647730711132,22.3,723.39810146304
"134039","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,6,558,9,89,"W10004_1020/PHK76","W10004_1020/PHK76","W10004_1020","PHK76",0.000929031221303949,"2021-05-24","2021-11-04",73,63,63,248.33,121.67,27,NA,9.99575129354096,19.2,719.53654576128
"134040","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,6,559,9,88,"W10004_0888/PHK76","W10004_0888/PHK76","W10004_0888","PHK76",0.000929031221303949,"2021-05-24","2021-11-04",75,64,63,263.33,128.33,36,NA,11.3684802152976,22.9,727.2596571648
"134041","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,6,560,9,87,"W10004_0153/PHK76","W10004_0153/PHK76","W10004_0153","PHK76",0.000929031221303949,"2021-05-24","2021-11-04",72,65,64,268.33,146.67,NA,5,10.4169223527539,19.3,731.12121286656
"134042","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,6,1051,16,47,"W10004_0814/PHP02","W10004_0814/PHP02","W10004_0814","PHP02",0.000929031221303949,"2021-05-24","2021-10-27",74,63,63,250,113.33,42,NA,11.7821191542265,19.4,687.35691491328
"134043","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,6,1052,16,48,"F42/H95","F42/H95","F42","H95",0.000929031221303949,"2021-05-24","2021-11-04",75,67,68,241.67,115,NA,NA,12.4298814986494,21.4,700.22876725248
"134044","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,6,1053,16,49,"W10004_0467/PHP02","W10004_0467/PHP02","W10004_0467","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",66,62,65,238.33,106.67,NA,3,11.8674831841117,18.3,701.5159524864
"134045","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,6,1054,16,50,"W10004_1052/PHP02","W10004_1052/PHP02","W10004_1052","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",71,61,63,221.67,90,NA,NA,11.9283678230739,18.4,684.78254444544
"134046","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,6,1055,16,51,"W10004_0271/PHP02","W10004_0271/PHP02","W10004_0271","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",72,63,64,245,108.33,NA,NA,13.6908839695269,21.2,723.39810146304
"134047","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,6,1056,16,52,"W10004_0053/PHP02","W10004_0053/PHP02","W10004_0053","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",68,64,66,243.33,113.33,5,NA,12.2447168750014,22.8,671.91069210624
"134048","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,6,1057,16,53,"W10004_0669/PHP02","W10004_0669/PHP02","W10004_0669","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",68,62,61,223.33,96.67,66,NA,10.8575513893671,18.9,714.3878048256
"134049","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,6,1058,16,54,"W10004_0956/PHP02","W10004_0956/PHP02","W10004_0956","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",78,64,65,223.33,91.67,76,NA,12.7474859039575,22.4,687.35691491328
"134050","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,6,1059,16,55,"W10004_0751/PHP02","W10004_0751/PHP02","W10004_0751","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",77,61,62,233.33,108.33,70,NA,13.9997009011703,20.3,704.09032295424
"134051","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,6,1060,16,56,"W10004_0465/PHP02","W10004_0465/PHP02","W10004_0465","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",61,63,65,245,115,60,NA,11.8078538985301,20.7,688.6441001472
"134052","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,7,61,2,107,"CG119/CG108","CG119/CG108","CG119","CG108",0.000929031221303949,"2021-05-24","2021-11-05",71,57,58,211.67,90,NA,NA,9.0718112053719,15.5,733.6955833344
"134053","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,7,62,2,108,"W10004_1007/PHZ51","W10004_1007/PHZ51","W10004_1007","PHZ51",0.000929031221303949,"2021-05-24","2021-11-05",71,63,65,251.67,95,3,NA,10.9987786446919,17.2,725.97247193088
"134054","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,7,63,2,109,"W10004_0781/PHZ51","W10004_0781/PHZ51","W10004_0781","PHZ51",0.000929031221303949,"2021-05-24","2021-11-05",73,67,67,300,150,NA,NA,11.0935578249321,20.4,702.80313772032
"134055","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,7,64,2,110,"W10004_0806/PHZ51","W10004_0806/PHZ51","W10004_0806","PHZ51",0.000929031221303949,"2021-05-24","2021-11-05",66,68,67,291.67,140,NA,NA,9.94428180493371,19.2,725.97247193088
"134056","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,7,65,2,111,"W10004_0636/PHZ51","W10004_0636/PHZ51","W10004_0636","PHZ51",0.000929031221303949,"2021-05-24","2021-11-05",55,67,67,270,123.33,NA,NA,12.7512519640995,17.5,719.53654576128
"134057","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,7,66,2,112,"W10004_0118/PHZ51","W10004_0118/PHZ51","W10004_0118","PHZ51",0.000929031221303949,"2021-05-24","2021-11-05",72,65,65,275,121.67,NA,NA,9.91980241401076,19.4,751.71617660928
"134058","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,7,67,2,113,"LH82/TX779","LH82/TX779","LH82","TX779",0.000929031221303949,"2021-05-24","2021-11-05",75,NA,NA,255,140,NA,NA,4.9504860566504,44.4,625.57202368512
"134059","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,7,68,2,114,"W10004_0956/PHZ51","W10004_0956/PHZ51","W10004_0956","PHZ51",0.000929031221303949,"2021-05-24","2021-11-05",71,68,69,278.33,151.67,NA,7,7.89742811776027,20.3,709.23906388992
"134060","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,7,69,2,115,"W10004_0746/PHZ51","W10004_0746/PHZ51","W10004_0746","PHZ51",0.000929031221303949,"2021-05-24","2021-11-05",76,67,67,276.67,151.67,NA,NA,12.9696834523351,21.1,723.39810146304
"134061","WIH2_2021",2021,"WIH2","G2F_2020_21_PHZ51",1,7,70,2,116,"TX773/TX779","TX773/TX779","TX773","TX779",0.000929031221303949,"2021-05-24","2021-11-05",71,NA,NA,250,185,NA,NA,5.16703451481502,39.9,606.26424517632
"134062","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,7,561,9,86,"W10004_0774/PHK76","W10004_0774/PHK76","W10004_0774","PHK76",0.000929031221303949,"2021-05-24","2021-11-04",65,67,67,260,138.33,NA,NA,9.97943169959232,21.1,716.96217529344
"134063","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,7,562,9,85,"TX951/LH195","REDEAR/LH195","TX951","LH195",0.000929031221303949,"2021-05-24","2021-11-04",64,74,74,278.33,163.33,NA,NA,9.1653350322314,32.9,682.2081739776
"134064","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,7,563,9,84,"W10004_0253/PHK76","W10004_0253/PHK76","W10004_0253","PHK76",0.000929031221303949,"2021-05-24","2021-11-04",68,64,64,263.33,126.67,NA,NA,12.1593528451162,21.8,677.05943304192
"134065","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,7,564,9,83,"W10004_0227/PHK76","W10004_0227/PHK76","W10004_0227","PHK76",0.000929031221303949,"2021-05-24","2021-11-04",78,64,63,245,116.67,NA,NA,13.3010967448305,22.7,728.54684239872
"134066","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,7,565,9,82,"W10004_0624/PHK76","W10004_0624/PHK76","W10004_0624","PHK76",0.000929031221303949,"2021-05-24","2021-11-04",77,63,64,236.67,100,NA,NA,11.3873105160075,22.5,675.772247808
"134067","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,7,566,9,81,"W10004_0412/PHK76","W10004_0412/PHK76","W10004_0412","PHK76",0.000929031221303949,"2021-05-24","2021-11-04",81,66,66,245,130,NA,NA,12.1311073940512,21.1,760.72647324672
"134068","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,7,567,9,80,"B73/PHM49","B73/PHM49","B73","PHM49",0.000929031221303949,"2021-05-24","2021-11-04",80,72,72,251.67,126.67,45,NA,10.0560082558129,23.8,656.4644692992
"134069","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,7,568,9,79,"W10004_0127/PHK76","W10004_0127/PHK76","W10004_0127","PHK76",0.000929031221303949,"2021-05-24","2021-11-04",74,66,65,250,135,19,NA,11.7827468309169,21.9,737.55713903616
"134070","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,7,569,9,78,"W10004_0336/PHK76","W10004_0336/PHK76","W10004_0336","PHK76",0.000929031221303949,"2021-05-24","2021-11-04",72,66,66,268.33,135,NA,NA,13.3186716921598,22.7,728.54684239872
"134071","WIH2_2021",2021,"WIH2","G2F_2020_21_PHK76",1,7,570,9,77,"W10004_1045/PHK76","W10004_1045/PHK76","W10004_1045","PHK76",0.000929031221303949,"2021-05-24","2021-11-04",82,66,66,265,141.67,11,NA,12.1555867849742,22.2,719.53654576128
"134072","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,7,1061,16,57,"W10004_0213/PHP02","W10004_0213/PHP02","W10004_0213","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",68,63,64,243.33,116.67,30,NA,12.3325916116479,19.7,711.81343435776
"134073","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,7,1062,16,58,"B14A/MO17","B14A/MO17","B14A","MO17",0.000929031221303949,"2021-05-24","2021-11-04",61,69,71,261.67,143.33,6,NA,11.5228886811193,25,641.01824649216
"134074","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,7,1063,16,59,"W10004_0658/PHP02","W10004_0658/PHP02","W10004_0658","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",78,65,65,263.33,133.33,NA,NA,15.9925743929752,21.3,680.92098874368
"134075","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,7,1064,16,60,"CG119/CG108","CG119/CG108","CG119","CG108",0.000929031221303949,"2021-05-24","2021-11-04",75,58,60,205,88.33,NA,NA,7.22330335234344,19.4,728.54684239872
"134076","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,7,1065,16,61,"W10004_0858/PHP02","W10004_0858/PHP02","W10004_0858","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",67,64,66,235,103.33,NA,NA,15.6931726116867,18.9,688.6441001472
"134077","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,7,1066,16,62,"W10004_0950/PHP02","W10004_0950/PHP02","W10004_0950","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",57,63,63,241.67,110,NA,NA,12.6828352048533,20.9,692.50565584896
"134078","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,7,1067,16,63,"W10004_0225/PHP02","W10004_0225/PHP02","W10004_0225","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",72,62,62,240,125,10,NA,14.9355668464557,22.7,670.62350687232
"134079","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,7,1068,16,64,"W10004_0121/PHP02","W10004_0121/PHP02","W10004_0121","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",79,63,64,250,116.67,13,NA,13.6406698343003,19.7,693.79284108288
"134080","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,7,1069,16,65,"W10004_0061/PHP02","W10004_0061/PHP02","W10004_0061","PHP02",0.000929031221303949,"2021-05-24","2021-11-04",66,63,65,220,95,59,NA,11.1895923585529,20.5,679.63380350976
"134081","WIH2_2021",2021,"WIH2","G2F_2020_21_PHP02",1,7,1070,16,66,"PHG39/PHN82","PHG39/PHN82","PHG39","PHN82",0.000929031221303949,"2021-05-24","2021-11-04",67,67,68,230,98.33,NA,NA,14.3781899454407,22.6,689.93128538112
